Model,Readout Train Data,Readout Test Data,Train Accuracy,Test Accuracy,Readout Type,Predicted Prob,Predicted Outcome,Actual Outcome,Stimulus Name,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.5397786 0.4602214],0,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.22008231 0.77991769],1,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.12824557 0.87175443],1,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.60316262 0.39683738],0,0,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.24153484 0.75846516],1,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.57726765 0.42273235],0,1,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.83760182 0.16239818],0,0,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.05357692 0.94642308],1,0,pilot_it2_collision_tiny_ball_box_2_dis_2_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.49943823 0.50056177],1,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.40183241 0.59816759],1,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.11650982 0.88349018],1,0,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.57603372 0.42396628],0,0,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.48152806 0.51847194],1,0,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.76888219 0.23111781],0,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.2999034 0.7000966],1,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.47970142 0.52029858],1,0,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.29341848 0.70658152],1,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.34497909 0.65502091],1,1,pilot_it2_collision_tiny_ball_tdw_1_dis_1_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.11506279 0.88493721],1,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.08032043 0.91967957],1,0,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.03367069 0.96632931],1,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.09215847 0.90784153],1,0,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.92434622 0.07565378],0,0,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.57271628 0.42728372],0,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.04862671 0.95137329],1,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.11604172 0.88395828],1,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.33104195 0.66895805],1,1,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.073394 0.926606],1,0,pilot_it2_collision_tiny_ball_tdw_2_dis_2_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.32613056 0.67386944],1,1,pilot_it2_collision_yeet_box-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.57638754 0.42361246],0,0,pilot_it2_collision_yeet_box-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.35761976 0.64238024],1,0,pilot_it2_collision_yeet_box-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.02855842 0.97144158],1,1,pilot_it2_collision_yeet_box-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.37924729 0.62075271],1,1,pilot_it2_collision_yeet_box-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.29158584 0.70841416],1,1,pilot_it2_collision_yeet_box-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.5149928 0.4850072],0,0,pilot_it2_collision_yeet_box-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.14989019 0.85010981],1,0,pilot_it2_collision_yeet_box-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.07382833 0.92617167],1,0,pilot_it2_collision_yeet_box-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.25295941 0.74704059],1,0,pilot_it2_collision_yeet_box-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.18661271 0.81338729],1,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.56209694 0.43790306],0,0,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.22050523 0.77949477],1,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.48288547 0.51711453],1,0,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.48856564 0.51143436],1,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.10836678 0.89163322],1,0,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.39407822 0.60592178],1,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.08116834 0.91883166],1,0,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.70822032 0.29177968],0,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.84616293 0.15383707],0,1,pilot_it2_collision_yeet_box_1_dis_1_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.46790458 0.53209542],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.26989137 0.73010863],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.27292194 0.72707806],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.14514834 0.85485166],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.70805309 0.29194691],0,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.43592055 0.56407945],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.21613537 0.78386463],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.92162112 0.07837888],0,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.23857813 0.76142187],1,1,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.43257834 0.56742166],1,0,pilot_it2_collision_yeet_box_2_dis_2_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.93584085 0.06415915],0,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.17989267 0.82010733],1,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.87263166 0.12736834],0,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.0620498 0.9379502],1,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.35004192 0.64995808],1,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.42176265 0.57823735],1,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.84494322 0.15505678],0,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.13180198 0.86819802],1,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.63753108 0.36246892],0,0,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.83934258 0.16065742],0,1,pilot_it2_collision_yeet_tdw_1_dis_1_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.45214811 0.54785189],1,0,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.7358993 0.2641007],0,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.62699227 0.37300773],0,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.03156601 0.96843399],1,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.78728397 0.21271603],0,0,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.9144381 0.0855619],0,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.26720311 0.73279689],1,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.86629057 0.13370943],0,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.27604451 0.72395549],1,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,collision,collision,0.7103174603174603,0.48854961832061067,C,[0.67345165 0.32654835],0,1,pilot_it2_collision_yeet_tdw_2_dis_2_occ-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,collision,0,Contrastive,collision,0
CSWM,cloth,cloth,0.8,0.48,A,[0.88947395 0.11052605],0,0,test10-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.68156318 0.31843682],0,0,test10-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.76895305 0.23104695],0,1,test10-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.56111263 0.43888737],0,1,test10-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.59202634 0.40797366],0,1,test10-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.40464334 0.59535666],1,1,test10-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.56336425 0.43663575],0,1,test10-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.36762202 0.63237798],1,1,test10-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.53108808 0.46891192],0,1,test10-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.73555705 0.26444295],0,0,test10-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.54510893 0.45489107],0,1,test10-redyellow_0010,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.16087257 0.83912743],1,0,test10-redyellow_0011,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.70640843 0.29359157],0,1,test10-redyellow_0012,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.58291756 0.41708244],0,0,test10-redyellow_0013,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.98772533 0.01227467],0,1,test10-redyellow_0014,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.63893792 0.36106208],0,1,test10-redyellow_0015,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.89671494 0.10328506],0,1,test10-redyellow_0016,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.89203572 0.10796428],0,1,test10-redyellow_0017,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.50585996 0.49414004],0,0,test10-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.31767412 0.68232588],1,1,test10-redyellow_0019,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.51545342 0.48454658],0,1,test11-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.29692061 0.70307939],1,1,test11-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.73654467 0.26345533],0,0,test11-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.73922289 0.26077711],0,0,test11-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.77843171 0.22156829],0,0,test11-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.30012799 0.69987201],1,0,test11-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.452714 0.547286],1,1,test11-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.55576202 0.44423798],0,0,test11-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.47246408 0.52753592],1,0,test11-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.20147699 0.79852301],1,0,test11-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.49807948 0.50192052],1,1,test11-redyellow_0010,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.03096385 0.96903615],1,1,test11-redyellow_0011,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.03756376 0.96243624],1,1,test11-redyellow_0012,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.55341703 0.44658297],0,0,test11-redyellow_0013,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.36833557 0.63166443],1,1,test11-redyellow_0014,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.64060265 0.35939735],0,1,test11-redyellow_0015,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.885482 0.114518],0,1,test11-redyellow_0016,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.86979991 0.13020009],0,0,test11-redyellow_0017,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
CSWM,cloth,cloth,0.8,0.48,A,[0.53967981 0.46032019],0,0,test11-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,cloth,0,Contrastive,cloth,0
