scenario,ratio,diff,human_correct,model_correct,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
towers,1.026464542651593,0.02019607843137261,0.7631372549019607,0.7833333333333333,DEITFrozenLSTM,towers,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_towers,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_towers_readout_A_towers_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
towers,0.8462872559095582,-0.11730392156862735,0.7631372549019607,0.6458333333333334,DEITFrozenLSTM,towers,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_towers,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_towers_readout_B_towers_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
towers,0.8299075025693731,-0.1298039215686274,0.7631372549019607,0.6333333333333333,DEITFrozenLSTM,towers,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,no_towers,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_no_towers_readout_C_towers_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,all_but_this,same
towers,1.026464542651593,0.02019607843137261,0.7631372549019607,0.7833333333333333,DEITFrozenLSTM,towers,A,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,towers,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_towers_readout_A_towers_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
towers,0.8353674203494348,-0.12563725490196076,0.7631372549019607,0.6375,DEITFrozenLSTM,towers,B,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,towers,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_towers_readout_B_towers_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
towers,0.8299075025693731,-0.1298039215686274,0.7631372549019607,0.6333333333333333,DEITFrozenLSTM,towers,C,DEIT,LSTM,ImageNet classification,ImageNet,,,,,L2 on latent,towers,0,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_towers_readout_C_towers_DEITFrozenLSTM_results.csv,DEITFrozenLSTM_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,LSTM,,,NA,,same,same
towers,1.026464542651593,0.02019607843137261,0.7631372549019607,0.7833333333333333,DEITFrozenMLP,towers,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_A_towers_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
towers,0.8244475847893115,-0.13397058823529406,0.7631372549019607,0.6291666666666667,DEITFrozenMLP,towers,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_B_towers_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
towers,0.8299075025693731,-0.1298039215686274,0.7631372549019607,0.6333333333333333,DEITFrozenMLP,towers,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,all,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_all_readout_C_towers_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all,same
towers,1.026464542651593,0.02019607843137261,0.7631372549019607,0.7833333333333333,DEITFrozenMLP,towers,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_towers,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_towers_readout_A_towers_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
towers,0.8462872559095582,-0.11730392156862735,0.7631372549019607,0.6458333333333334,DEITFrozenMLP,towers,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_towers,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_towers_readout_B_towers_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
towers,0.8299075025693731,-0.1298039215686274,0.7631372549019607,0.6333333333333333,DEITFrozenMLP,towers,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,no_towers,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_no_towers_readout_C_towers_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,all_but_this,same
towers,1.026464542651593,0.02019607843137261,0.7631372549019607,0.7833333333333333,DEITFrozenMLP,towers,A,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,towers,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_towers_readout_A_towers_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
towers,0.8517471736896198,-0.1131372549019607,0.7631372549019607,0.65,DEITFrozenMLP,towers,B,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,towers,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_towers_readout_B_towers_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
towers,0.8299075025693731,-0.1298039215686274,0.7631372549019607,0.6333333333333333,DEITFrozenMLP,towers,C,DEIT,MLP,ImageNet classification,ImageNet,,,,,L2 on latent,towers,0,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_towers_readout_C_towers_DEITFrozenMLP_results.csv,DEITFrozenMLP_DEIT_nan_nan_nan_L2 on latent_0_same,Transformer,MLP,,,NA,,same,same
towers,0.9281860226104832,-0.054803921568627345,0.7631372549019607,0.7083333333333334,DPI,towers,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_towers_DPI_results.csv,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,True,True,NA,,all,same
towers,0.6278905447070916,-0.28397058823529403,0.7631372549019607,0.4791666666666667,DPI,towers,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_towers,1,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_no_towers_readout_B_towers_DPI_results.csv,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,True,True,NA,,all_but_this,same
towers,0.9008864337101748,-0.07563725490196072,0.7631372549019607,0.6875,DPI,towers,B,,graph-networks,,,,,,,L2 on particle 3D positions,towers,1,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_towers_readout_B_towers_DPI_results.csv,DPI_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,True,True,NA,,same,same
towers,1.1007194244604317,0.07686274509803925,0.7631372549019607,0.84,FitVid,towers,A,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_towers_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
towers,0.9784172661870505,-0.016470588235294015,0.7631372549019607,0.7466666666666667,FitVid,towers,B,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_towers_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
towers,0.9958890030832478,-0.0031372549019607066,0.7631372549019607,0.76,FitVid,towers,C,NVAE encoder,LSTM,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_towers_FitVid_results.csv,FitVid_NVAE encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,,,NA,all,all,same
towers,0.9227261048304215,-0.058970588235294,0.7631372549019607,0.7041666666666667,GNS-ransac,towers,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_towers_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all,same
towers,0.9609455292908531,-0.029803921568627434,0.7631372549019607,0.7333333333333333,GNS-ransac,towers,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_towers,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_no_towers_readout_B_towers_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all_but_this,same
towers,0.8080678314491265,-0.14647058823529402,0.7631372549019607,0.6166666666666667,GNS-ransac,towers,B,,graph-networks,,,,,,,L2 on particle 3D positions,towers,1,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_towers_readout_B_towers_GNS-ransac_results.csv,GNS-ransac_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,same,same
towers,0.8790467625899281,-0.09230392156862743,0.7631372549019607,0.6708333333333333,GNS,towers,B,,graph-networks,,,,,,,L2 on particle 3D positions,all,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_all_readout_B_towers_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all,same
towers,0.9172661870503598,-0.06313725490196076,0.7631372549019607,0.7,GNS,towers,B,,graph-networks,,,,,,,L2 on particle 3D positions,no_towers,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_no_towers_readout_B_towers_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,all_but_this,same
towers,0.9281860226104832,-0.054803921568627345,0.7631372549019607,0.7083333333333334,GNS,towers,B,,graph-networks,,,,,,,L2 on particle 3D positions,towers,1,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_towers_readout_B_towers_GNS_results.csv,GNS_nan_nan_nan_nan_L2 on particle 3D positions_1_same,Neither,Neither,,,NA,,same,same
towers,0.6606500513874615,-0.25897058823529406,0.7631372549019607,0.5041666666666667,OP3,towers,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_A_towers_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
towers,0.6497302158273383,-0.26730392156862737,0.7631372549019607,0.49583333333333335,OP3,towers,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_B_towers_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
towers,0.6934095580678316,-0.23397058823529404,0.7631372549019607,0.5291666666666667,OP3,towers,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,all,0.0,Image Reconstruction,all,0,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_all_readout_C_towers_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all,all,same
towers,0.7207091469681399,-0.21313725490196067,0.7631372549019607,0.55,OP3,towers,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_towers,0.0,Image Reconstruction,no_towers,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_towers_Image Reconstruction_0_no_towers_readout_A_towers_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
towers,0.6606500513874615,-0.25897058823529406,0.7631372549019607,0.5041666666666667,OP3,towers,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_towers,0.0,Image Reconstruction,no_towers,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_towers_Image Reconstruction_0_no_towers_readout_B_towers_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
towers,0.6551901336073999,-0.2631372549019607,0.7631372549019607,0.5,OP3,towers,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,no_towers,0.0,Image Reconstruction,no_towers,0,OP3_OP3 encoder_0.0_Image Reconstruction_no_towers_Image Reconstruction_0_no_towers_readout_C_towers_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_all_but_this_Image Reconstruction_0_same,Neither,Neither,True,False,NA,all_but_this,all_but_this,same
towers,0.6770298047276466,-0.246470588235294,0.7631372549019607,0.5166666666666667,OP3,towers,A,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,towers,0.0,Image Reconstruction,towers,0,OP3_OP3 encoder_0.0_Image Reconstruction_towers_Image Reconstruction_0_towers_readout_A_towers_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
towers,0.6715698869475848,-0.25063725490196076,0.7631372549019607,0.5125,OP3,towers,B,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,towers,0.0,Image Reconstruction,towers,0,OP3_OP3 encoder_0.0_Image Reconstruction_towers_Image Reconstruction_0_towers_readout_B_towers_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
towers,0.7097893114080165,-0.22147058823529409,0.7631372549019607,0.5416666666666666,OP3,towers,C,OP3 encoder,OP3 dynamics,,,,Image Reconstruction,towers,0.0,Image Reconstruction,towers,0,OP3_OP3 encoder_0.0_Image Reconstruction_towers_Image Reconstruction_0_towers_readout_C_towers_OP3_results.csv,OP3_OP3 encoder_0.0_Image Reconstruction_same_Image Reconstruction_0_same,Neither,Neither,True,False,NA,same,same,same
towers,0.6934095580678316,-0.23397058823529404,0.7631372549019607,0.5291666666666667,RPIN,towers,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_A_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
towers,0.6388103802672148,-0.2756372549019607,0.7631372549019607,0.4875,RPIN,towers,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_B_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
towers,0.6715698869475848,-0.25063725490196076,0.7631372549019607,0.5125,RPIN,towers,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_C_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
towers,0.6715698869475848,-0.25063725490196076,0.7631372549019607,0.5125,RPIN,towers,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,0.0,L2 on 2D position,all,0,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_all_readout_D_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_L2 on 2D position_0_same,Neither,Neither,,True,NA,all,all,same
towers,1.0155447070914698,0.011862745098039307,0.7631372549019607,0.775,RPIN,towers,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,0.0,L2 on 2D position,no_towers,0,RPIN_R-CNN_0.0_L2 on 2D position_no_towers_L2 on 2D position_0_no_towers_readout_A_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,0.8626670092497432,-0.10480392156862739,0.7631372549019607,0.6583333333333333,RPIN,towers,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,0.0,L2 on 2D position,no_towers,0,RPIN_R-CNN_0.0_L2 on 2D position_no_towers_L2 on 2D position_0_no_towers_readout_B_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,0.7480087358684482,-0.1923039215686274,0.7631372549019607,0.5708333333333333,RPIN,towers,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,0.0,L2 on 2D position,no_towers,0,RPIN_R-CNN_0.0_L2 on 2D position_no_towers_L2 on 2D position_0_no_towers_readout_C_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,0.7480087358684482,-0.1923039215686274,0.7631372549019607,0.5708333333333333,RPIN,towers,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,0.0,L2 on 2D position,no_towers,0,RPIN_R-CNN_0.0_L2 on 2D position_no_towers_L2 on 2D position_0_no_towers_readout_D_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_all_but_this_L2 on 2D position_0_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,1.04830421377184,0.03686274509803933,0.7631372549019607,0.8,RPIN,towers,A,R-CNN,Interaction Network,,,,L2 on 2D position,towers,0.0,L2 on 2D position,towers,0,RPIN_R-CNN_0.0_L2 on 2D position_towers_L2 on 2D position_0_towers_readout_A_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
towers,0.8626670092497432,-0.10480392156862739,0.7631372549019607,0.6583333333333333,RPIN,towers,B,R-CNN,Interaction Network,,,,L2 on 2D position,towers,0.0,L2 on 2D position,towers,0,RPIN_R-CNN_0.0_L2 on 2D position_towers_L2 on 2D position_0_towers_readout_B_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
towers,0.8572070914696814,-0.10897058823529404,0.7631372549019607,0.6541666666666667,RPIN,towers,C,R-CNN,Interaction Network,,,,L2 on 2D position,towers,0.0,L2 on 2D position,towers,0,RPIN_R-CNN_0.0_L2 on 2D position_towers_L2 on 2D position_0_towers_readout_C_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
towers,0.8572070914696814,-0.10897058823529404,0.7631372549019607,0.6541666666666667,RPIN,towers,D,R-CNN,Interaction Network,,,,L2 on 2D position,towers,0.0,L2 on 2D position,towers,0,RPIN_R-CNN_0.0_L2 on 2D position_towers_L2 on 2D position_0_towers_readout_D_towers_per_example_rpin.csv,RPIN_R-CNN_0.0_L2 on 2D position_same_L2 on 2D position_0_same,Neither,Neither,,True,NA,same,same,same
towers,0.8244475847893115,-0.13397058823529406,0.7631372549019607,0.6291666666666667,RPIN,towers,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_A_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
towers,0.7698484069886948,-0.1756372549019607,0.7631372549019607,0.5875,RPIN,towers,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_B_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
towers,0.6497302158273383,-0.26730392156862737,0.7631372549019607,0.49583333333333335,RPIN,towers,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_C_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
towers,0.6497302158273383,-0.26730392156862737,0.7631372549019607,0.49583333333333335,RPIN,towers,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_D_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
towers,0.9664054470709148,-0.02563725490196067,0.7631372549019607,0.7375,RPIN,towers,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,1.0,L2 on 2D position,no_towers,1,RPIN_R-CNN_1.0_L2 on 2D position_no_towers_L2 on 2D position_1_no_towers_readout_A_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,0.6715698869475848,-0.25063725490196076,0.7631372549019607,0.5125,RPIN,towers,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,1.0,L2 on 2D position,no_towers,1,RPIN_R-CNN_1.0_L2 on 2D position_no_towers_L2 on 2D position_1_no_towers_readout_B_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,0.7916880781089415,-0.15897058823529409,0.7631372549019607,0.6041666666666666,RPIN,towers,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,1.0,L2 on 2D position,no_towers,1,RPIN_R-CNN_1.0_L2 on 2D position_no_towers_L2 on 2D position_1_no_towers_readout_C_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,0.7916880781089415,-0.15897058823529409,0.7631372549019607,0.6041666666666666,RPIN,towers,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_towers,1.0,L2 on 2D position,no_towers,1,RPIN_R-CNN_1.0_L2 on 2D position_no_towers_L2 on 2D position_1_no_towers_readout_D_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
towers,1.0100847893114082,0.007696078431372655,0.7631372549019607,0.7708333333333334,RPIN,towers,A,R-CNN,Interaction Network,,,,L2 on 2D position,towers,1.0,L2 on 2D position,towers,1,RPIN_R-CNN_1.0_L2 on 2D position_towers_L2 on 2D position_1_towers_readout_A_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
towers,0.8189876670092499,-0.13813725490196072,0.7631372549019607,0.625,RPIN,towers,B,R-CNN,Interaction Network,,,,L2 on 2D position,towers,1.0,L2 on 2D position,towers,1,RPIN_R-CNN_1.0_L2 on 2D position_towers_L2 on 2D position_1_towers_readout_B_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
towers,0.8790467625899281,-0.09230392156862743,0.7631372549019607,0.6708333333333333,RPIN,towers,C,R-CNN,Interaction Network,,,,L2 on 2D position,towers,1.0,L2 on 2D position,towers,1,RPIN_R-CNN_1.0_L2 on 2D position_towers_L2 on 2D position_1_towers_readout_C_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
towers,0.8790467625899281,-0.09230392156862743,0.7631372549019607,0.6708333333333333,RPIN,towers,D,R-CNN,Interaction Network,,,,L2 on 2D position,towers,1.0,L2 on 2D position,towers,1,RPIN_R-CNN_1.0_L2 on 2D position_towers_L2 on 2D position_1_towers_readout_D_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
towers,0.9937050359712231,-0.004803921568627412,0.7631372549019607,0.7583333333333333,RPIN,towers,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_A_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
towers,0.6770298047276466,-0.246470588235294,0.7631372549019607,0.5166666666666667,RPIN,towers,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_B_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
towers,0.6934095580678316,-0.23397058823529404,0.7631372549019607,0.5291666666666667,RPIN,towers,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_C_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
towers,0.6934095580678316,-0.23397058823529404,0.7631372549019607,0.5291666666666667,RPIN,towers,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_D_towers_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
